Name,Location,AvgPrice,Currency,Cuisine,MICHELINStars
FAVORITE restaurant,Mainz,150,EUR,"Modern French, Creative",1
Das Marktrestaurant,Mittenwald,110,EUR,Country cooking,1
Weinsinn,Frankfurt on the Main,125,EUR,"Modern Cuisine, Creative",1
Ursprung,Königsbronn,145,EUR,"Creative, Country cooking",1
zeit|geist,Weingarten,99,EUR,"Creative, Fusion",1
Landwerk,Wallerfangen,145,EUR,"Modern Cuisine, French",1
Restaurant Urgestein,Neustadt an der Weinstraße,140,EUR,"Modern Cuisine, International",1
Landhaus Köpp,Xanten,84,EUR,"Classic French, Classic Cuisine",1
DiVa,Scharbeutz,129,EUR,"Modern French, International",1
Philipp Soldan,Frankenberg,125,EUR,"Creative, Modern Cuisine",1
KAI3,Hörnum,148,EUR,"Creative, Modern Cuisine",1
Jan´s Restaurant,Detmold,99,EUR,"Seasonal Cuisine, Modern Cuisine",1
temporaire - Köhlerstube,Baiersbronn,160,EUR,"Modern Cuisine, Asian Influences",1
Laudensacks Gourmet Restaurant,Bad Kissingen,138,EUR,"Classic Cuisine, International",1
Hugos,Berlin,180,EUR,"Modern Cuisine, Modern French",1
Wirtshaus Meyers Keller,Nördlingen,168,EUR,"Market Cuisine, Country cooking",1
Gourmetrestaurant Berlins Krone,Bad Teinach-Zavelstein,155,EUR,Modern French,1
le Corange,Mannheim,149,EUR,"Modern French, Classic Cuisine",1
Gourmetrestaurant Nico Burkhardt,Schorndorf,158,EUR,"Modern French, Market Cuisine",1
Orangerie,Timmendorfer Strand,135,EUR,Classic French,1
Seesteg,Norderney,98,EUR,"Modern Cuisine, International",1
Huberwirt,Pleiskirchen,125,EUR,"Modern Cuisine, Country cooking",1
Bahia,Balzan,100,EUR,Creative,1
ION - The Harbour,Valletta,175,EUR,Mediterranean Cuisine,1
Noni,Valletta,95,EUR,Modern Cuisine,1
De Mondion,Mdina,96,EUR,Modern Cuisine,1
Under Grain,Valletta,105,EUR,Modern Cuisine,1
Chestnut,Ballydehob,100,EUR,Modern Cuisine,1
House,Ardmore,130,EUR,Modern Cuisine,1
dede,Baltimore,95,EUR,Modern Cuisine,1
The Oak Room,Adare,160,EUR,Modern Cuisine,1
Campagne,Kilkenny,70,EUR,Modern Cuisine,1
Ichigo Ichie,Cork,135,EUR,Japanese,1
Lady Helen,Thomastown,135,EUR,Modern Cuisine,1
Bastion,Kinsale,100,EUR,Modern Cuisine,1
Aniar,Galway,110,EUR,"Modern Cuisine, Irish",1
Loam,Galway,105,EUR,"Creative, Regional Cuisine",1
Glovers Alley,Dublin City,115,EUR,Modern Cuisine,1
Bastible,Dublin City,70,EUR,Modern Cuisine,1
Variety Jones,Dublin City,75,EUR,Modern Cuisine,1
Wild Honey Inn,Lisdoonvarna,85,EUR,Classic Cuisine,1
The Neptune,Hunstanton,85,GBP,Modern Cuisine,1
The Cellar,Anstruther,85,GBP,"Modern Cuisine, Scottish",1
Sosban & The Old Butchers,Menai Bridge,145,GBP,Modern Cuisine,1
Lympstone Manor,Lympstone,160,GBP,Modern Cuisine,1
The Whitebrook,Whitebrook,110,GBP,Creative British,1
Interlude,Lower Beeding,145,GBP,Creative,1
Clock House,Ripley,110,GBP,Modern Cuisine,1
Restaurant Tristan,Horsham,105,GBP,Modern British,1
Tony Parkin at The Tudor Room,Egham,120,GBP,Modern Cuisine,1
Hjem,Wall,120,GBP,Scandinavian,1
Meadowsweet,Holt,95,GBP,Modern British,1
Bridge Arms,Bridge,55,GBP,Modern British,1
Sorrel,Dorking,105,GBP,Modern British,1
The Sportsman,Seasalter,65,GBP,Modern British,1
Morston Hall,Morston,115,GBP,Modern British,1
White Swan,Fence,60,GBP,Modern British,1
Bybrook,Castle Combe,110,GBP,Modern British,1
Nut Tree Inn,Murcott,80,GBP,Modern British,1
Fraiche,Birkenhead,115,GBP,Creative,1
The Royal Oak,Whatcote,80,GBP,Modern British,1
Pipe and Glass,South Dalton,64,GBP,Modern British,1
John's House,Mountsorrel,85,GBP,Modern Cuisine,1
Hambleton Hall,Hambleton,89,GBP,Classic Cuisine,1
Thomas Carr 1873,Ilfracombe,95,GBP,Seafood,1
Rogan & Co,Cartmel,60,GBP,Creative British,1
The Dining Room,Malmesbury,175,GBP,Creative,1
Allium at Askham Hall,Askham,95,GBP,Modern British,1
The Peat Inn,Peat Inn,65,GBP,Classic Cuisine,1
Restaurant Hywel Jones by Lucknam Park,Colerne,110,GBP,Modern British,1
Dog and Gun Inn,Skelton,55,GBP,British Contemporary,1
Latymer,Bagshot,130,GBP,Modern Cuisine,1
SY23,Aberystwyth,95,GBP,Modern Cuisine,1
Black Swan,Oldstead,150,GBP,Creative British,1
The Angel,Hetton,98,GBP,Modern Cuisine,1
Pensons,Tenbury Wells,75,GBP,Modern Cuisine,1
Fordwich Arms,Fordwich,190,GBP,Modern Cuisine,1
hide and fox,Saltwood,85,GBP,Modern British,1
Pea Porridge,Bury St Edmunds,75,GBP,Mediterranean Cuisine,1
Salt,Stratford-on-Avon,90,GBP,Modern British,1
Winteringham Fields,Winteringham,110,GBP,Modern Cuisine,1
Shaun Rankin at Grantley Hall,Ripon,130,GBP,"Modern British, Regional Cuisine",1
Cottage in the Wood,Braithwaite,95,GBP,Modern British,1
Northcote,Langho,95,GBP,Modern British,1
Pine,East Wallhouses,90,GBP,Modern Cuisine,1
Elephant,Torquay,85,GBP,Modern British,1
Bohemia,St Helier,99,GBP,Modern Cuisine,1
Stark,Broadstairs,75,GBP,Modern British,1
HRiSHi,Bowness-on-Windermere,95,GBP,Modern Cuisine,1
Masons Arms,Knowstone,60,GBP,Classic French,1
Outlaw's Fish Kitchen,Port Isaac,80,GBP,Seafood,1
Outlaw's New Road,Port Isaac,80,GBP,Seafood,1
Star Inn at Harome,Harome,95,GBP,"Modern British, Regional Cuisine",1
Walnut Tree,Llanddewi Skirrid,60,GBP,Modern British,1
Forest Side,Grasmere,95,GBP,"Modern British, Regional Cuisine",1
alchemilla,Nottingham,110,GBP,Modern British,1
Home,Penarth,90,GBP,Modern Cuisine,1
Loch Bay,Isle of Skye,120,GBP,Modern Cuisine,1
The Woodspeen,Newbury,67,GBP,Modern Cuisine,1
Peel's,Hampton in Arden,110,GBP,Creative British,1
The Barn,Aughton,62,GBP,Modern British,1
Upstairs by Tom Shepherd,Lichfield,77,GBP,Modern Cuisine,1
Artichoke,Amersham,95,GBP,Modern British,1
Gravetye Manor,East Grinstead,95,GBP,Modern British,1
Kitchin,Leith,170,GBP,Modern Cuisine,1
Martin Wishart,Leith,110,GBP,Modern Cuisine,1
Beach House,Oxwich,95,GBP,Modern Cuisine,1
Olive Tree,Bath,120,GBP,Modern Cuisine,1
Coworth Park,Ascot,98,GBP,Modern Cuisine,1
mana,Manchester,155,GBP,"Creative British, Modern Cuisine",1
Roots,York,110,GBP,Modern Cuisine,1
Paul Ainsworth at No.6,Padstow,110,GBP,Modern Cuisine,1
Opheem,Birmingham,115,GBP,Indian,1
Purnell's,Birmingham,99,GBP,Modern Cuisine,1
Adam's,Birmingham,125,GBP,Modern Cuisine,1
Carters of Moseley,Birmingham,130,GBP,"Modern British, Creative",1
Simpsons,Birmingham,115,GBP,Modern Cuisine,1
House of Tides,Newcastle Upon Tyne,110,GBP,Modern Cuisine,1
Old Stamp House,Ambleside,85,GBP,"Modern Cuisine, Regional Cuisine",1
The Man Behind The Curtain,Leeds,145,GBP,Creative,1
The Muddlers Club,Belfast,70,GBP,Modern Cuisine,1
Eipic,Belfast,85,GBP,Modern Cuisine,1
OX,Belfast,65,GBP,Modern British,1
Unalome by Graeme Cheevers,Glasgow City,90,GBP,Modern British,1
Cail Bruich,Glasgow City,115,GBP,Modern Cuisine,1
Hinds Head,Bray,86,GBP,Traditional British,1
Condita,Edinburgh,110,GBP,Modern Cuisine,1
The Coach,Marlow,61,GBP,Modern British,1
The Glenturret Lalique,Crieff,125,GBP,Modern Cuisine,1
Le Champignon Sauvage,Cheltenham,78,GBP,Modern Cuisine,1
Paco Tapas,City of Bristol,60,GBP,Spanish,1
Bulrush,City of Bristol,70,GBP,Modern British,1
Casamia,City of Bristol,180,GBP,Creative,1
Osip,Bruton,110,GBP,Modern British,1
Brat,London,80,GBP,Traditional British,1
Seven Park Place,London,125,GBP,Modern Cuisine,1
Muse,London,140,GBP,"Creative, Contemporary",1
The Ninth,London,70,GBP,Mediterranean Cuisine,1
Chez Bruce,London,70,GBP,French,1
Trivet,London,105,GBP,Modern Cuisine,1
Club Gascon,London,150,GBP,French,1
Harwood Arms,London,55,GBP,Modern British,1
Kitchen W8,London,85,GBP,Modern Cuisine,1
Mãos,London,170,GBP,Innovative,1
Benares,London,110,GBP,Indian,1
Gymkhana,London,100,GBP,Indian,1
Wild Honey St James,London,71,GBP,Modern British,1
Kol,London,105,GBP,Mexican,1
Angler,London,120,GBP,Seafood,1
La Trompette,London,70,GBP,Modern British,1
Locanda Locatelli,London,100,GBP,Italian,1
Sollip,London,97,GBP,Creative,1
River Café,London,85,GBP,Italian,1
Evelyn's Table,London,75,GBP,Modern Cuisine,1
Endo at The Rotunda,London,195,GBP,Japanese,1
Dysart Petersham,London,95,GBP,Modern Cuisine,1
Hakkasan Mayfair,London,160,GBP,Chinese,1
Casa Fofō,London,49,GBP,Modern Cuisine,1
Amaya,London,90,GBP,Indian,1
Dining Room at The Goring,London,78,GBP,Traditional British,1
Galvin La Chapelle,London,110,GBP,French,1
Ritz Restaurant,London,150,GBP,Modern British,1
Behind,London,78,GBP,Modern British,1
Veeraswamy,London,85,GBP,Indian,1
City Social,London,88,GBP,Modern Cuisine,1
Quilon,London,98,GBP,Indian,1
Umu,London,300,GBP,Japanese,1
Murano,London,105,GBP,Italian,1
Pied à Terre,London,113,GBP,Creative,1
Leroy,London,52,GBP,Modern British,1
Pollen Street Social,London,145,GBP,Modern Cuisine,1
Kai,London,120,GBP,Chinese,1
St John,London,50,GBP,Traditional British,1
Portland,London,85,GBP,Modern Cuisine,1
Pétrus by Gordon Ramsay,London,150,GBP,French,1
Hakkasan Hanway Place,London,160,GBP,Chinese,1
Frog by Adam Handling,London,150,GBP,Modern Cuisine,1
Trishna,London,75,GBP,Indian,1
Trinity,London,80,GBP,Modern Cuisine,1
Five Fields,London,130,GBP,Modern Cuisine,1
Sabor,London,70,GBP,Spanish,1
HIDE,London,140,GBP,Modern British,1
Marcus,London,140,GBP,Modern Cuisine,1
Cornerstone,London,75,GBP,Seafood,1
The Glasshouse,London,70,GBP,Modern Cuisine,1
Lyle's,London,79,GBP,Modern British,1
SO|LA,London,139,GBP,"Californian, Modern Cuisine",1
Barrafina,London,68,GBP,Spanish,1
Jamavar,London,90,GBP,Indian,1
Elystan Street,London,105,GBP,Modern British,1
The Cross at Kenilworth,Kenilworth,95,GBP,"British Contemporary, Classic Cuisine",1
Esszimmer,Salzburg,128,EUR,"Creative, Classic Cuisine",1
The Glass Garden,Salzburg,163,EUR,Modern Cuisine,1
Pfefferschiff,Salzburg,189,EUR,Classic Cuisine,1
APRON,Vienna,135,EUR,"Creative, Seasonal Cuisine",1
Walter Bauer,Vienna,79,EUR,Classic Cuisine,1
TIAN,Vienna,140,EUR,Vegetarian,1
SHIKI,Vienna,145,EUR,Japanese,1
Edvard,Vienna,138,EUR,"Creative, Modern Cuisine",1
[aend],Vienna,177,EUR,Modern Cuisine,1
Pramerl & the Wolf,Vienna,130,EUR,Creative,1
Ling Long,Beijing,"1,300",CNY,Innovative,1
Opera Bombana,Beijing,"1,888",CNY,Italian,1
Da Dong (Dongsi 10th Alley),Beijing,500,CNY,Chinese Contemporary,1
Seventh Son,Beijing,"1,000",CNY,Cantonese,1
Furong,Beijing,"1,000",CNY,Hunanese,1
Sheng Yong Xing (Chaoyang),Beijing,"1,288",CNY,Beijing Cuisine,1
Zijin Mansion,Beijing,888,CNY,Cantonese,1
Family Li Imperial Cuisine (Xicheng),Beijing,"2,868",CNY,Beijing Cuisine,1
Zhiguan Courtyard,Beijing,"1,000",CNY,Dongbei,1
Cai Yi Xuan,Beijing,"1,388",CNY,Cantonese,1
Cui Hua Lou (Chongwenmenwai Street),Beijing,500,CNY,Shandong,1
Jing,Beijing,"1,088",CNY,French Contemporary,1
Xin Rong Ji (Jinrong Street),Beijing,"1,000",CNY,Taizhou,1
The Georg,Beijing,"1,888",CNY,European Contemporary,1
Vege Wonder,Beijing,"1,280",CNY,Vegetarian,1
Poetry‧Wine (Dongsanhuan Middle Road),Beijing,500,CNY,Beijing Cuisine,1
Il Ristorante - Niko Romito,Beijing,"1,900",CNY,Italian,1
Mio,Beijing,"1,688",CNY,Italian,1
Lu Style (Anding Road),Beijing,"1,000",CNY,Shandong,1
Jing Yaa Tang,Beijing,600,CNY,Beijing Cuisine,1
Xin Rong Ji (Jianguomenwai Street),Beijing,600,CNY,Taizhou,1
Country Kitchen,Beijing,700,CNY,Beijing Cuisine,1
The Tasty House,Beijing,"1,000",CNY,Jiangzhe,1
Huaiyang Fu,Beijing,300,CNY,Huaiyang,1
Lei Garden (Jinbao Tower),Beijing,600,CNY,Cantonese,1
Fu Chun Ju,Beijing,"1,000",CNY,Cantonese,1
In Love (Gongti East Road),Beijing,600,CNY,Hunanese,1
The Beijing Kitchen,Beijing,500,CNY,Cantonese,1
Lao Ji Tang (Gongrentiyuchang South Road),Beijing,250,CNY,Shanghainese,1
8 1/2 Otto e Mezzo - Bombana,Macau,"2,280",MOP,Italian,1
Zi Yat Heen,Macau,"2,000",MOP,Cantonese,1
Wing Lei Palace,Macau,"1,680",MOP,Cantonese,1
Lai Heen,Macau,"2,688",MOP,Cantonese,1
The Kitchen,Macau,"1,800",MOP,Steakhouse,1
Pearl Dragon,Macau,"1,388",MOP,Cantonese,1
Ying,Macau,"2,000",MOP,Cantonese,1
Liu Yuan Pavilion,Hong Kong,750,HKD,Shanghainese,1
Vea,Hong Kong,"2,280",HKD,Innovative,1
Whey,Hong Kong,"1,290",HKD,European Contemporary,1
Épure,Hong Kong,"1,888",HKD,French Contemporary,1
Pang's Kitchen,Hong Kong,500,HKD,Cantonese,1
New Punjab Club,Hong Kong,800,HKD,Indian,1
Man Wah,Hong Kong,"3,288",HKD,Cantonese,1
Rùn,Hong Kong,"1,400",HKD,Cantonese,1
Ming Court (Mong Kok),Hong Kong,"1,400",HKD,Cantonese,1
Shang Palace,Hong Kong,"1,388",HKD,Cantonese,1
Summer Palace,Hong Kong,"1,500",HKD,Cantonese,1
Ryota Kappou Modern,Hong Kong,"2,480",HKD,Japanese,1
Imperial Treasure Fine Chinese Cuisine (Tsim Sha Tsui),Hong Kong,"1,000",HKD,Cantonese,1
Andō,Hong Kong,"1,888",HKD,Innovative,1
Man Ho (Admiralty),Hong Kong,"1,580",HKD,Cantonese,1
Louise,Hong Kong,"1,588",HKD,French Contemporary,1
I M Teppanyaki & Wine,Hong Kong,"2,280",HKD,Teppanyaki,1
Spring Moon,Hong Kong,"2,200",HKD,Cantonese,1
Yardbird,Hong Kong,500,HKD,Yakitori,1
Arcane,Hong Kong,"1,200",HKD,European Contemporary,1
Petrus,Hong Kong,"2,188",HKD,French,1
Seventh Son,Hong Kong,"1,000",HKD,Cantonese,1
Mandarin Grill + Bar,Hong Kong,"1,988",HKD,European Contemporary,1
Xin Rong Ji,Hong Kong,"1,500",HKD,Taizhou,1
Loaf On,Hong Kong,500,HKD,Seafood,1
Sushi Saito,Hong Kong,"3,280",HKD,Sushi,1
Roganic,Hong Kong,"1,080",HKD,European Contemporary,1
Kam's Roast Goose,Hong Kong,200,HKD,Cantonese Roast Meats,1
Fook Lam Moon (Wan Chai),Hong Kong,"2,000",HKD,Cantonese,1
Yat Lok,Hong Kong,360,HKD,Cantonese Roast Meats,1
Takumi by Daisuke Mori,Hong Kong,"2,080",HKD,Innovative,1
Beefbar,Hong Kong,"1,500",HKD,Steakhouse,1
The Chairman,Hong Kong,"1,200",HKD,Cantonese,1
Jardin de Jade (Wan Chai),Hong Kong,400,HKD,Shanghainese,1
Tosca di Angelo,Hong Kong,"1,888",HKD,Italian,1
Yè Shanghai (Tsim Sha Tsui),Hong Kong,800,HKD,Shanghainese,1
Sushi Wadatsumi,Hong Kong,"1,880",HKD,Sushi,1
Chaat,Hong Kong,800,HKD,Indian,1
Zest by Konishi,Hong Kong,"1,880",HKD,French Contemporary,1
Mono,Hong Kong,"1,880",HKD,Latin American,1
Zhejiang Heen,Hong Kong,800,HKD,Zhejiang,1
Yong Fu,Hong Kong,"2,500",HKD,Ningbo,1
Ho Hung Kee (Causeway Bay),Hong Kong,200,HKD,Noodles and Congee,1
Belon,Hong Kong,"2,500",HKD,French,1
Fu Ho,Hong Kong,"1,500",HKD,Cantonese,1
Aaharn,Hong Kong,800,HKD,Thai,1
Gaddi's,Hong Kong,"2,088",HKD,French,1
Hansik Goo,Hong Kong,"1,280",HKD,Korean,1
The Araki,Hong Kong,"4,000",HKD,Sushi,1
Yat Tung Heen,Hong Kong,"1,200",HKD,Cantonese,1
Zuicho,Hong Kong,"2,500",HKD,Japanese,1
Duddell's,Hong Kong,"1,500",HKD,Cantonese,1
Mi Xun Teahouse,Chengdu,300,CNY,Vegetarian,1
Chaimen Hui,Chengdu,"1,500",CNY,Sichuan,1
Silver Pot,Chengdu,"1,000",CNY,Sichuan,1
Chengdu Restaurant,Chengdu,"1,500",CNY,Cantonese,1
Ma's Kitchen,Chengdu,400,CNY,Sichuan,1
Fang Xiang Jing,Chengdu,"1,298",CNY,Sichuan,1
Song Yun Ze,Chengdu,"2,000",CNY,Sichuan,1
Xu's Cuisine,Chengdu,800,CNY,Sichuan,1
Suan Thip,Nonthaburi,"1,500",THB,Thai,1
Methavalai Sorndaeng,Bangkok,"1,250",THB,Thai,1
Saawaan,Bangkok,"1,980",THB,Thai contemporary,1
Blue by Alain Ducasse,Bangkok,"7,350",THB,French Contemporary,1
Ginza Sushi Ichi,Bangkok,"7,000",THB,Sushi,1
Paste,Bangkok,"3,500",THB,Thai,1
Nahm,Bangkok,"3,500",THB,Thai,1
Sra Bua by Kiin Kiin,Bangkok,"3,200",THB,Thai contemporary,1
Saneh Jaan,Bangkok,"3,200",THB,Thai,1
J'AIME by Jean-Michel Lorain,Bangkok,"3,200",THB,French Contemporary,1
Khao (Ekkamai),Bangkok,"9,900",THB,Thai,1
Cadence by Dan Bark,Bangkok,"4,800",THB,Innovative,1
Yu Ting Yuan,Bangkok,"5,400",THB,Chinese,1
Le Du,Bangkok,"3,590",THB,Thai contemporary,1
Canvas,Bangkok,"4,500",THB,Innovative,1
Chim by Siam Wisdom,Bangkok,"2,900",THB,Thai,1
Gaa,Bangkok,"5,100",THB,Innovative,1
80/20,Bangkok,"2,500",THB,Innovative,1
Aksorn,Bangkok,"2,800",THB,Thai,1
Jay Fai,Bangkok,"1,500",THB,Street Food,1
Elements,Bangkok,"5,200",THB,French Contemporary,1
IGNIV,Bangkok,"8,000",THB,European Contemporary,1
Côte by Mauro Colagreco,Bangkok,"6,100",THB,French Contemporary,1
Savelberg,Bangkok,"6,200",THB,French Contemporary,1
Sushi Masato,Bangkok,"8,000",THB,Sushi,1
PRU,Phuket,"5,500",THB,Innovative,1
Ibaya,Soldeu,145,EUR,"Creative, Modern Cuisine",1
Mesa de Lemos,Passos de Silgueiros,115,EUR,Creative,1
Largo do Paço,Amarante,145,EUR,Modern Cuisine,1
Bon Bon,Lagoa,140,EUR,Modern Cuisine,1
Vista,Portimao,165,EUR,Modern Cuisine,1
Vistas Rui Silvestre,Vila Nova de Cacela,175,EUR,Modern Cuisine,1
G Pousada,Bragança,125,EUR,Regional Cuisine,1
Fortaleza do Guincho,Praia do Guincho,160,EUR,Portuguese,1
Esporão,Reguengos de Monsaraz,65,EUR,Modern Cuisine,1
A Cozinha,Guimaraes,100,EUR,Modern Cuisine,1
Midori,Sintra,145,EUR,Japanese,1
Lab by Sergi Arola,Sintra,145,EUR,Creative,1
Vila Foz,Porto,120,EUR,Contemporary,1
Antiqvvm,Porto,160,EUR,Creative,1
Gusto,Almancil,150,EUR,Mediterranean Cuisine,1
William,Funchal,170,EUR,Classic Cuisine,1
Al Sud,Lagos,110,EUR,Creative,1
A Ver Tavira,Tavira,125,EUR,Modern Cuisine,1
Pedro Lemos,Porto,140,EUR,Modern Cuisine,1
EPUR,Lisbon,125,EUR,Creative,1
100 Maneiras,Lisbon,140,EUR,Creative,1
Eneko Lisboa,Lisbon,125,EUR,Basque,1
Feitoria,Lisbon,140,EUR,Modern Cuisine,1
Loco,Lisbon,125,EUR,Modern Cuisine,1
Eleven,Lisbon,119,EUR,Creative,1
Fifty Seconds,Lisbon,190,EUR,Creative,1
CURA,Lisbon,130,EUR,Modern Cuisine,1
Estany Clar,Cercs,80,EUR,Modern Cuisine,1
La Fonda Xesc,Gombrèn,100,EUR,Modern Cuisine,1
L'Aliança 1919 d'Anglès,Anglès,110,EUR,"Modern Cuisine, Catalan",1
Solla,San Salvador de Poio,140,EUR,Creative,1
Tresmacarrons,El Masnou,125,EUR,Modern Cuisine,1
Andra Mari,Galdakao,77,EUR,"Traditional Cuisine, Contemporary",1
El Ermitaño,Benavente,80,EUR,"Traditional Cuisine, Modern Cuisine",1
Retiro da Costiña,Santa Comba,110,EUR,Modern Cuisine,1
Espacio N,Esquedas,85,EUR,"Creative, Traditional Cuisine",1
El Corral del Indianu,Arriondas,99,EUR,Creative,1
Mu•na,Ponferrada,86,EUR,"Traditional Cuisine, Modern Cuisine",1
Taller,Quintanilla de Onésimo,120,EUR,"Creative, Modern Cuisine",1
El Bohío,Illescas,180,EUR,Modern Cuisine,1
Hospedería El Batán,Tramacastilla,80,EUR,"Modern Cuisine, Creative",1
Maca de Castro,Port d'Alcúdia,132,EUR,Creative,1
La Salita,Valencia,125,EUR,"Creative, Modern Cuisine",1
La Aquarela,Arguineguín,98,EUR,Creative,1
El Xato,la Nucía,85,EUR,"Creative, Mediterranean Cuisine",1
Quatre Molins,Cornudella de Montsant,190,EUR,Creative,1
Arrels,Sagunt,65,EUR,Contemporary,1
Etxebarri,Axpe,242,EUR,Traditional Cuisine,1
La Boscana,Bellvís,140,EUR,Creative,1
Les Moles,Ulldecona,120,EUR,"Modern Cuisine, Creative",1
L'Antic Molí,Ulldecona,110,EUR,"Modern Cuisine, Traditional Cuisine",1
La Bicicleta,Hoznayo,120,EUR,Modern Cuisine,1
Callizo,Ainsa,95,EUR,"Creative, Innovative",1
Real Balneario,Salinas,180,EUR,Traditional Cuisine,1
Casa Pepa,Ondara,97,EUR,Creative,1
La Cuina de Can Simón,Tossa de Mar,98,EUR,Creative,1
L'Ó,Sant Fruitós de Bages,95,EUR,Modern Cuisine,1
Alevante,Novo Sancti Petri,145,EUR,Creative,1
Lluerna,Santa Coloma de Gramenet,88,EUR,Modern Cuisine,1
Deliranto,Salou,150,EUR,"Creative, Contemporary",1
Marqués de Riscal,Elciego,150,EUR,Modern Cuisine,1
Zaranda,Palma de Mallorca,165,EUR,Creative,1
Les Magnòlies,Arbúcies,92,EUR,Modern Cuisine,1
Venta Moncalvillo,Daroca de Rioja,120,EUR,Modern Cuisine,1
Miguel González,Pereiro de Aguiar,95,EUR,Contemporary,1
Boroa,Amorebieta - Etxano,130,EUR,Traditional Cuisine,1
Atalaya,Alcossebre,65,EUR,"Modern Cuisine, Creative",1
Ca l'Enric,La Vall de Bianya,120,EUR,Creative,1
Elkano,Getaria,150,EUR,Seafood,1
Béns d'Avall,Sóller,87,EUR,Regional Cuisine,1
Castell Peralada,Peralada,130,EUR,Modern Cuisine,1
El Molino de Alcuneza,Sigüenza,98,EUR,Modern Cuisine,1
El Doncel,Sigüenza,118,EUR,Modern Cuisine,1
Chirón,Valdemoro,99,EUR,Modern Cuisine,1
Lillas Pastia,Huesca,75,EUR,"Modern Cuisine, Market Cuisine",1
Tatau,Huesca,95,EUR,"Creative, Traditional Cuisine",1
Cal Paradís,Vall d'Alba,125,EUR,Creative,1
Emporium,Castelló d'Empúries,109,EUR,Modern Cuisine,1
As Garzas,Barizo,95,EUR,Galician,1
Andreu Genestra,Capdepera,130,EUR,Creative,1
Els Casals,Sagàs,78,EUR,"Catalan, Contemporary",1
La Finca,Elche,119,EUR,Creative,1
Refectorio,Sardón de Duero,175,EUR,Creative,1
Baluarte,Soria,78,EUR,Modern Cuisine,1
Magoga,Cartagena,95,EUR,"Regional Cuisine, Contemporary",1
Zuberoa,Oiartzun,165,EUR,Classic Cuisine,1
Abama Kabuki,Guía de Isora,165,EUR,Japanese,1
Garena,Dima,80,EUR,Contemporary,1
Raúl Resino,Benicarló,120,EUR,Creative,1
Ambivium,Peñafiel,150,EUR,Modern Cuisine,1
Malena,Gimenells,95,EUR,"Modern Cuisine, Market Cuisine",1
El Nuevo Molino,Puente Arce,90,EUR,Modern Cuisine,1
Versátil,Zarza de Granadilla,52,EUR,Contemporary,1
Tula,Xàbia,70,EUR,"Mediterranean Cuisine, Modern Cuisine",1
Víctor Gutiérrez,Salamanca,110,EUR,"Creative, Fusion",1
En la Parra,Salamanca,65,EUR,Modern Cuisine,1
Ment by Óscar Calleja,Salamanca,105,EUR,"Creative, Fusion",1
Es Tragón,Sant Antoni de Portmany,140,EUR,Creative,1
Lera,Castroverde de Campos,120,EUR,"Regional Cuisine, Modern Cuisine",1
Solana,Ampuero,90,EUR,Modern Cuisine,1
Alameda,Hondarribia,122,EUR,Modern Cuisine,1
Retama,Torrenueva,90,EUR,Modern Cuisine,1
El Retiro,Llanes,95,EUR,Modern Cuisine,1
Eneko,Larrabetzu,77,EUR,Creative,1
Raíces-Carlos Maldonado,Talavera de la Reina,85,EUR,Creative,1
La Lobita,Navaleno,81,EUR,Creative,1
Audrey's,Calp,125,EUR,"Creative, Regional Cuisine",1
Beat,Calp,125,EUR,"Mediterranean Cuisine, French Contemporary",1
Can Jubany,Calldetenes,145,EUR,Modern Cuisine,1
La Costa,El Ejido,98,EUR,"Modern Cuisine, Mediterranean Cuisine",1
Villa Retiro,Xerta,125,EUR,"Creative, Traditional Cuisine",1
José Carlos García,Malaga,140,EUR,"Creative, Andalusian",1
Trivio,Cuenca,70,EUR,Modern Cuisine,1
Eirado,Pontevedra,72,EUR,Modern Cuisine,1
Sala,Olost,90,EUR,Traditional Cuisine,1
Alejandro Serrano,Miranda de Ebro,72,EUR,Modern Cuisine,1
Massana,Girona,125,EUR,Modern Cuisine,1
Arbidel,Ribadesella,90,EUR,Modern Cuisine,1
Ayalga,Ribadesella,85,EUR,Modern Cuisine,1
Nub,Adeje,155,EUR,Creative,1
El Rincón de Juan Carlos,Adeje,130,EUR,Creative,1
Ola Martín Berasategui,Bilbao,125,EUR,"Contemporary, Traditional Cuisine",1
Zarate,Bilbao,105,EUR,"Seafood, Traditional Cuisine",1
Mina,Bilbao,140,EUR,"Creative, Seasonal Cuisine",1
Zortziko,Bilbao,115,EUR,Contemporary,1
Nerua Guggenheim Bilbao,Bilbao,80,EUR,Creative,1
Etxanobe Atelier,Bilbao,150,EUR,Creative,1
Los Guayres,Puerto de Mogán,120,EUR,"Modern Cuisine, Spanish",1
Peix & Brases,Dénia,74,EUR,"Mediterranean Cuisine, Modern Cuisine",1
Pepe Vieira,Serpe,150,EUR,Creative,1
La Botica,Matapozuelos,85,EUR,Modern Cuisine,1
Els Tinars,Llagostera,90,EUR,"Traditional Cuisine, Seasonal Cuisine",1
Cañabota,Seville,90,EUR,Seafood,1
Abantal,Seville,100,EUR,Creative,1
Casa Gerardo,Prendes,100,EUR,Modern Cuisine,1
Casa Marcelo,Santiago de Compostela,75,EUR,Fusion,1
Auga e Sal,Santiago de Compostela,85,EUR,Modern Cuisine,1
A Tafona,Santiago de Compostela,115,EUR,Modern Cuisine,1
Baeza & Rufete,Alacant,85,EUR,Modern Cuisine,1
